year,cause_group,age_group,deaths,source
2022,28- Enfermedad hipertensiva,1 - 14,0,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,15 - 64,239,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,65 años,1560,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,Ignorada,2,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,col_7,0,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,col_8,0,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,col_9,0,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,col_10,0,INEC_CR_2022_C4
2022,28- Enfermedad hipertensiva,col_11,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_1,3101,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,Menos de,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,1 - 14,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,15 - 64,670,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,65 años,2429,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,Ignorada,2,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_7,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_8,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_9,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_10,0,INEC_CR_2022_C4
2022,29- Enfermedad isquémica del corazón,col_11,0,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_1,1008,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,Menos de,3,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,1 - 14,4,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,15 - 64,197,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,65 años,803,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,Ignorada,1,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_7,0,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_8,0,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_9,0,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_10,0,INEC_CR_2022_C4
2022,30- Enfermedades de la circulación pulmonar y otras formas de enfermedades del corazón,col_11,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_1,1781,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",Menos de,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",1 - 14,2,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",15 - 64,324,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",65 años,1451,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",Ignorada,4,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_7,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_8,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_9,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_10,0,INEC_CR_2022_C4
2022,"31- Enfermedades cerebrovasculares, de las venas y las arterias",col_11,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_1,1751,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",Menos de,24,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",1 - 14,13,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",15 - 64,231,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",65 años,1483,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",Ignorada,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_7,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_8,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_9,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_10,0,INEC_CR_2022_C4
2022,"33- Enfermedades de las vías respiratorias- superiores e inferiores-, del pulmón, influenza y neumonía",col_11,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_1,111,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,Menos de,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,1 - 14,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,15 - 64,16,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,65 años,95,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,Ignorada,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_7,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_8,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_9,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_10,0,INEC_CR_2022_C4
2022,34- Otras enfermedades del aparato respiratorio y de la pleura,col_11,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_1,3,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",Menos de,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",1 - 14,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",15 - 64,1,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",65 años,2,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",Ignorada,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_7,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_8,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_9,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_10,0,INEC_CR_2022_C4
2022,"35- Enfermedades de la cavidad bucal, glándulas salivales y maxilares",col_11,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_1,185,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",Menos de,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",1 - 14,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",15 - 64,49,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",65 años,135,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",Ignorada,1,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_7,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_8,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_9,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_10,0,INEC_CR_2022_C4
2022,"36- Enfermedades del esófago, apéndice y hernias",col_11,0,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_1,1428,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",Menos de,4,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",1 - 14,5,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",15 - 64,611,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",65 años,806,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",Ignorada,2,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_7,0,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_8,0,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_9,0,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_10,0,INEC_CR_2022_C4
2022,"37- Enteritis y colitis no infecciosas, enfermedades del peritoneo, del hígado, de la vesícula e intestinos",col_11,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_1,76,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,Menos de,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,1 - 14,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,15 - 64,8,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,65 años,68,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,Ignorada,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_7,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_8,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_9,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_10,0,INEC_CR_2022_C4
2022,38- Otras enfermedades del sistema digestivo,col_11,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_1,926,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,Menos de,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,1 - 14,3,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,15 - 64,234,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,65 años,686,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,Ignorada,3,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_7,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_8,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_9,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_10,0,INEC_CR_2022_C4
2022,39- Enfermedades del aparato urinario y de  la mama,col_11,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_1,46,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,Menos de,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,1 - 14,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,15 - 64,8,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,65 años,38,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,Ignorada,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_7,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_8,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_9,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_10,0,INEC_CR_2022_C4
2022,40- Enfermedades de los órganos genitales masculinos,col_11,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_1,8,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,Menos de,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,1 - 14,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,15 - 64,4,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,65 años,4,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,Ignorada,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_7,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_8,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_9,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_10,0,INEC_CR_2022_C4
2022,41- Enfermedades de los órganos genitales femeninos,col_11,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_1,7,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,Menos de,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,1 - 14,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,15 - 64,7,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,65 años,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,Ignorada,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_7,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_8,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_9,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_10,0,INEC_CR_2022_C4
2022,43- Causas obstétricas directas,col_11,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_1,1,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,Menos de,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,1 - 14,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,15 - 64,1,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,65 años,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,Ignorada,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_7,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_8,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_9,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_10,0,INEC_CR_2022_C4
2022,44- Causas obstétricas indirectas,col_11,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_1,124,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,Menos de,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,1 - 14,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,15 - 64,19,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,65 años,105,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,Ignorada,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_7,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_8,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_9,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_10,0,INEC_CR_2022_C4
2022,46- Enfermedades de la piel  y del tejido celular cutáneo,col_11,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_1,193,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,Menos de,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,1 - 14,1,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,15 - 64,77,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,65 años,115,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,Ignorada,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_7,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_8,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_9,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_10,0,INEC_CR_2022_C4
2022,47- Enfermedades del sistema osteomuscular y del tejido conjuntivo,col_11,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_1,251,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",Menos de,185,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",1 - 14,21,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",15 - 64,35,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",65 años,10,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",Ignorada,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_7,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_8,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_9,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_10,0,INEC_CR_2022_C4
2022,"48- Malformaciones congénitas, deformidades y anomalías cromosómicas",col_11,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_1,267,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,Menos de,266,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,1 - 14,1,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,15 - 64,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,65 años,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,Ignorada,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_7,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_8,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_9,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_10,0,INEC_CR_2022_C4
2022,49- Ciertas afecciones originadas en el período perinatal,col_11,0,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_1,426,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",Menos de,6,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",1 - 14,8,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",15 - 64,234,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",65 años,176,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",Ignorada,2,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_7,0,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_8,0,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_9,0,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_10,0,INEC_CR_2022_C4
2022,"50- Signos, síntomas y estados morbosos mal definidos",col_11,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_1,847,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,Menos de,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,1 - 14,14,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,15 - 64,751,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,65 años,81,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,Ignorada,1,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_7,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_8,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_9,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_10,0,INEC_CR_2022_C4
2022,51-  Accidentes de transporte,col_11,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_1,106,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,Menos de,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,1 - 14,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,15 - 64,92,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,65 años,13,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,Ignorada,1,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_7,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_8,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_9,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_10,0,INEC_CR_2022_C4
2022,52- Envenenamiento accidental,col_11,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_1,31,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,Menos de,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,1 - 14,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,15 - 64,7,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,65 años,24,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,Ignorada,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_7,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_8,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_9,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_10,0,INEC_CR_2022_C4
2022,53- Contratiempos durante la atención médica reacciones anormales y complicaciones posteriores,col_11,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_1,118,INEC_CR_2022_C4
2022,54- Caídas accidentales,Menos de,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,1 - 14,2,INEC_CR_2022_C4
2022,54- Caídas accidentales,15 - 64,55,INEC_CR_2022_C4
2022,54- Caídas accidentales,65 años,61,INEC_CR_2022_C4
2022,54- Caídas accidentales,Ignorada,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_7,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_8,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_9,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_10,0,INEC_CR_2022_C4
2022,54- Caídas accidentales,col_11,0,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_1,177,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",Menos de,1,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",1 - 14,14,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",15 - 64,140,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",65 años,21,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",Ignorada,1,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_7,0,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_8,0,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_9,0,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_10,0,INEC_CR_2022_C4
2022,"55- Exposición a fuerzas mecánicas animadas e inanimadas, ahogamiento, sumersión accidental y otros",col_11,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_1,455,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",Menos de,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",1 - 14,2,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",15 - 64,51,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",65 años,401,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",Ignorada,1,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_7,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_8,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_9,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_10,0,INEC_CR_2022_C4
2022,"56- Contacto traumáticos con animales, fuerzas de la naturaleza, exceso de esfuerzo, exposición a otros factores",col_11,0,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",col_1,31,INEC_CR_2022_C4
2022,"57- Accidentes causados por el fuego, corriente eléctrica, radiación, calor y sustancias calientes",Menos de,1,INEC_CR_2022_C4
