Código;Sexo;Menores de 1;1 a 4;5 a 9;10 a 14;15 a 19;20 a 24;25 a 29;30 a 34;35 a 39;40 a 44;45 a 49;50 a 54;55 a 59;60 a 64;65 a 69;70 a 74;75 a 79;80 a 84;85 y más;No especificada
060;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;11;12;42;0
060;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;15;20;79;0
061;Hombres;2;9;3;9;11;14;10;4;5;5;9;9;9;5;10;19;23;20;40;0
061;Mujeres;0;6;3;3;4;6;8;1;4;3;4;8;6;3;12;10;16;14;25;0
065;Hombres;0;0;0;1;1;0;0;0;2;1;3;3;1;0;2;2;0;0;1;0
065;Mujeres;0;0;1;0;0;0;1;1;2;0;1;1;0;2;1;1;0;1;3;0
066;Hombres;0;0;0;0;0;2;0;1;1;10;14;14;21;33;47;44;53;56;144;1
066;Mujeres;0;0;0;0;0;0;0;1;0;4;6;10;14;16;24;36;38;53;191;1
067;Hombres;0;0;0;0;1;1;1;3;8;10;21;42;69;97;105;137;145;123;278;6
067;Mujeres;0;0;0;0;0;0;4;1;4;10;9;15;29;34;44;73;73;106;347;1
068;Hombres;0;4;1;0;3;3;4;9;10;11;27;26;45;38;61;74;80;94;204;2
068;Mujeres;0;0;2;2;2;1;0;4;8;14;16;12;14;24;25;47;59;73;282;0
069;Hombres;0;0;1;1;1;0;0;3;8;12;22;30;54;54;86;125;150;182;290;0
069;Mujeres;0;0;1;0;1;3;1;4;5;6;10;11;20;38;57;69;87;122;338;0
070;Hombres;0;0;0;0;0;0;0;0;0;0;2;0;0;3;4;2;1;2;9;1
070;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;6;0
071;Hombres;0;1;0;0;1;0;1;0;2;0;3;6;9;8;17;9;18;11;19;0
071;Mujeres;0;0;0;0;0;0;0;0;3;1;1;3;3;4;9;7;12;8;39;1
073;Hombres;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
073;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
074;Hombres;26;10;0;0;1;0;0;1;1;5;1;3;9;7;13;17;15;32;89;0
074;Mujeres;26;7;0;0;1;4;2;1;1;1;2;4;2;4;10;10;20;26;87;0
075;Hombres;3;1;0;0;0;1;0;0;1;1;0;1;1;2;2;3;0;4;26;0
075;Mujeres;0;1;0;0;0;0;0;0;0;1;0;0;0;1;4;2;2;5;20;0
076;Hombres;3;1;0;0;1;0;0;1;1;2;2;4;8;6;23;26;41;49;150;0
076;Mujeres;0;0;0;0;0;0;1;0;1;1;2;1;6;6;12;24;23;41;143;0
077;Hombres;11;5;0;0;0;2;4;2;4;6;8;10;6;15;17;31;30;36;57;0
077;Mujeres;11;7;0;0;1;6;1;0;4;2;2;6;8;9;11;14;24;32;80;1
079;Hombres;0;0;0;0;0;0;0;0;0;0;1;1;2;4;3;6;1;3;7;0
079;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;3;0;3;4;0
080;Hombres;0;2;1;1;2;4;1;2;1;10;17;21;23;39;23;32;28;23;19;0
080;Mujeres;0;0;1;1;0;1;2;3;2;1;4;5;8;19;25;16;19;10;24;0
081;Hombres;5;10;0;3;2;2;4;3;4;5;13;9;16;17;16;26;33;34;59;0
081;Mujeres;6;1;1;1;3;2;2;2;3;7;4;8;5;9;13;22;24;31;63;0
082;Hombres;0;0;0;1;0;2;0;0;0;1;0;1;4;8;2;5;7;10;25;0
082;Mujeres;0;0;0;0;0;1;2;1;2;0;2;1;6;1;4;5;6;15;36;0
083;Hombres;0;0;1;2;0;0;0;0;1;1;0;2;1;3;0;5;3;6;15;0
083;Mujeres;0;0;0;1;2;0;5;5;1;1;5;5;7;3;6;6;8;9;21;0
085;Hombres;0;1;0;1;1;0;1;0;1;1;0;0;1;0;2;3;5;0;2;0
085;Mujeres;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;2;0
086;Hombres;2;2;0;0;2;4;2;3;7;7;16;21;39;40;54;61;65;70;129;3
086;Mujeres;0;3;1;1;0;1;2;2;5;11;9;11;15;28;24;30;36;39;103;0
092;Hombres;297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
092;Mujeres;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093;Hombres;161;23;6;0;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0
093;Mujeres;153;10;2;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
094;Hombres;39;16;7;5;7;22;17;14;11;13;21;20;22;17;33;20;32;28;107;2
094;Mujeres;34;7;6;3;2;5;3;5;7;10;9;10;7;18;10;13;22;34;114;1
095;Hombres;6;14;11;21;102;142;162;125;115;96;75;72;83;48;51;28;29;27;46;3
095;Mujeres;5;13;6;9;17;18;21;15;16;10;16;17;13;6;6;8;12;12;36;3
095;Hombres;0;4;4;6;23;30;34;36;27;29;21;18;29;14;20;8;9;5;8;0
095;Mujeres;0;4;1;1;6;5;6;5;4;1;3;13;8;0;4;5;5;1;1;2
095;Hombres;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Mujeres;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;1;0;0;1;2;5;2;3;1;3;6;5;5;0;0;1;2;0
095;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;3;0
095;Hombres;0;5;0;6;15;12;12;8;5;2;6;5;1;3;4;3;2;0;2;0
095;Mujeres;0;4;2;1;1;0;2;3;1;1;2;1;1;0;0;0;0;0;0;0
095;Hombres;4;1;0;1;1;0;1;1;0;4;1;2;2;2;5;1;4;5;15;0
095;Mujeres;2;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;3;6;20;0
095;Hombres;1;0;0;0;1;1;3;2;2;4;1;4;0;0;1;0;0;0;0;0
095;Mujeres;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0
095;Mujeres;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;1;1;1;2;0;1;3;2;1;3;0;0;4;2;1;2;1;1;0
095;Mujeres;0;2;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;2;0
095;Hombres;0;0;0;1;5;14;7;6;13;8;11;9;5;3;2;2;7;2;1;0
095;Mujeres;0;0;0;1;3;2;0;0;3;0;1;0;1;2;0;0;0;0;1;0
095;Hombres;0;2;1;3;47;68;80;49;49;33;17;8;17;6;3;4;0;1;2;2
095;Mujeres;1;1;0;2;4;6;8;2;3;4;6;2;0;2;1;0;0;0;0;0
095;Hombres;1;1;2;3;8;16;19;15;15;12;14;23;22;10;9;9;4;11;15;1
095;Mujeres;2;2;1;3;3;5;5;3;4;0;3;0;0;1;0;2;3;3;9;1
