Código;Sexo;Menores de 1;1 a 4;5 a 9;10 a 14;15 a 19;20 a 24;25 a 29;30 a 34;35 a 39;40 a 44;45 a 49;50 a 54;55 a 59;60 a 64;65 a 69;70 a 74;75 a 79;80 a 84;85 y más;No especificada
028;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;1;1;0
029;Hombres;0;0;0;0;0;0;0;1;6;4;6;13;19;19;33;26;35;27;34;0
029;Mujeres;0;0;0;0;1;2;1;4;8;4;10;11;15;6;9;10;13;8;19;1
030;Hombres;0;0;0;0;0;1;2;3;1;6;9;7;12;15;19;22;15;10;24;0
030;Mujeres;0;0;0;0;0;1;1;0;1;3;9;4;7;12;18;17;23;9;25;0
031;Hombres;0;0;0;1;0;0;1;0;0;0;0;5;6;7;7;15;12;8;8;0
031;Mujeres;0;0;0;0;1;1;0;0;1;1;1;2;6;6;13;4;7;6;14;0
032;Hombres;0;0;0;0;0;0;0;1;2;1;0;1;8;12;4;9;13;7;5;0
032;Mujeres;0;0;0;0;0;0;0;0;0;0;1;1;9;6;8;9;9;10;7;0
033;Hombres;0;0;0;0;0;0;0;0;0;0;1;0;2;5;5;3;3;3;1;0
033;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
034;Hombres;0;0;0;0;1;1;0;0;1;4;3;8;10;13;31;30;22;24;14;0
034;Mujeres;0;0;0;1;0;0;0;1;3;1;3;2;10;7;11;16;12;11;18;0
035;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;4;1;0;5;1
035;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;0
036;Hombres;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0
036;Mujeres;0;0;0;0;0;0;1;8;3;16;13;28;30;34;26;21;11;15;22;0
041;Hombres;0;0;0;0;0;0;0;0;0;0;1;0;1;3;5;2;3;6;3;0
041;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;5;0
042;Hombres;0;1;0;1;1;2;0;0;1;1;6;4;5;1;0;2;2;2;1;0
042;Mujeres;0;2;0;0;0;1;1;0;2;0;2;2;2;2;6;1;2;1;3;0
043;Hombres;0;0;0;0;2;0;2;0;0;0;1;4;4;5;7;6;7;6;2;0
043;Mujeres;0;0;1;0;0;1;0;0;1;2;2;5;5;9;9;8;8;4;10;0
044;Hombres;0;0;0;0;0;0;0;0;0;2;0;3;2;2;7;10;2;1;1;0
044;Mujeres;0;0;0;0;0;0;0;0;1;0;0;2;3;2;7;1;4;5;4;0
045;Hombres;0;1;6;4;8;6;3;4;5;2;4;7;3;4;9;5;10;5;6;0
045;Mujeres;1;4;5;6;7;4;8;1;2;2;6;1;4;5;2;4;3;10;6;0
046;Hombres;0;1;1;3;3;3;5;8;2;8;10;15;21;29;30;31;32;29;32;1
046;Mujeres;0;0;2;3;1;3;1;2;6;6;10;14;19;17;27;25;16;33;34;0
047;Hombres;2;0;0;1;2;0;2;3;0;1;4;8;12;8;13;23;13;17;23;0
047;Mujeres;0;1;1;0;0;2;0;1;1;6;4;8;7;11;13;12;11;13;18;0
049;Hombres;2;2;1;4;2;1;2;4;2;1;1;2;4;4;2;7;6;6;20;0
049;Mujeres;2;0;0;0;0;1;3;4;2;2;2;3;4;2;3;6;7;1;10;0
050;Hombres;2;1;0;2;1;0;0;0;1;0;0;0;2;2;2;1;1;1;2;0
050;Mujeres;0;2;1;0;0;0;0;1;2;0;0;1;2;3;2;1;1;0;1;0
052;Hombres;0;0;0;0;0;1;3;1;2;8;22;31;42;66;62;75;89;80;97;1
052;Mujeres;0;0;0;0;4;0;2;1;13;5;18;24;29;57;62;82;81;96;162;1
053;Hombres;6;16;1;0;0;0;2;0;1;1;0;2;1;1;4;2;4;5;16;0
053;Mujeres;5;17;1;1;1;0;0;0;0;2;0;1;0;1;2;1;3;8;19;0
054;Hombres;1;2;0;0;1;1;1;1;4;3;4;3;3;10;5;14;8;9;35;0
054;Mujeres;4;1;0;0;0;0;0;2;0;3;2;4;7;3;6;6;8;12;41;0
056;Hombres;0;0;0;0;0;1;1;0;0;3;3;6;7;5;5;3;3;1;3;0
056;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
057;Hombres;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;4;5;6;23;1
057;Mujeres;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;6;12;41;0
059;Hombres;4;1;1;0;0;0;0;1;1;0;1;0;2;0;1;1;0;0;1;0
059;Mujeres;8;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
060;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;7;16;40;0
060;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;6;13;25;67;0
061;Hombres;6;9;9;2;11;12;10;6;7;8;7;7;11;8;21;24;18;29;33;0
061;Mujeres;4;2;2;3;7;5;5;3;7;7;3;5;2;6;7;10;13;23;33;0
065;Hombres;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0
065;Mujeres;0;0;0;0;0;0;1;0;1;1;3;3;2;0;1;2;2;0;0;0
066;Hombres;0;0;0;0;0;0;1;1;4;6;14;18;23;29;50;60;80;77;149;0
066;Mujeres;0;0;0;0;0;0;0;0;1;7;5;10;18;18;29;41;53;64;196;1
067;Hombres;0;0;0;0;0;0;1;2;5;16;25;44;57;72;81;105;115;98;227;1
067;Mujeres;0;0;0;0;0;0;0;3;4;4;4;10;23;29;42;55;70;76;278;2
068;Hombres;0;0;0;0;2;4;8;9;7;15;20;23;27;47;55;68;63;99;200;1
068;Mujeres;0;0;0;0;3;4;3;6;7;4;10;15;16;15;33;40;54;70;289;1
069;Hombres;0;0;1;0;0;2;2;4;8;7;12;31;37;54;62;91;135;146;263;2
069;Mujeres;0;0;0;1;1;1;2;2;3;12;16;18;27;26;37;78;82;114;330;1
070;Hombres;0;0;0;0;0;0;0;1;0;0;0;1;4;10;8;9;12;12;19;0
070;Mujeres;0;0;0;0;0;0;0;1;0;0;0;2;0;2;1;7;2;4;19;0
071;Hombres;0;0;0;0;0;1;0;2;1;1;1;6;7;7;7;9;8;8;22;0
071;Mujeres;0;0;0;0;0;0;1;0;1;1;2;4;2;2;5;3;6;13;22;1
073;Hombres;5;2;0;0;2;0;0;0;1;2;0;3;1;1;3;3;1;0;1;0
073;Mujeres;2;2;0;0;0;0;0;0;0;2;0;0;4;1;1;1;1;3;1;0
074;Hombres;46;23;4;3;3;2;3;3;2;0;2;4;11;8;16;20;35;22;78;0
074;Mujeres;25;9;1;0;3;1;1;4;4;2;3;5;2;8;9;11;19;21;62;0
075;Hombres;0;2;0;0;0;0;1;2;0;0;0;1;2;4;3;4;6;9;15;0
075;Mujeres;1;0;0;1;1;1;0;0;1;0;0;1;0;0;3;1;1;4;25;0
076;Hombres;2;2;0;0;0;0;1;0;0;1;1;0;6;12;26;20;35;50;99;1
076;Mujeres;2;0;0;0;0;1;2;1;0;4;3;3;6;6;12;28;34;43;143;0
077;Hombres;20;11;1;0;1;5;4;7;3;5;7;8;17;13;16;25;39;42;81;0
077;Mujeres;16;5;1;3;2;1;2;4;4;3;4;7;9;9;10;9;27;31;82;0
079;Hombres;0;0;0;0;0;0;0;0;1;0;2;2;1;0;1;1;6;3;5;0
079;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0
080;Hombres;1;1;0;1;2;0;1;3;2;8;15;18;41;32;29;27;24;6;19;2
080;Mujeres;0;1;0;0;0;1;1;2;2;2;3;6;10;29;21;25;27;14;19;0
081;Hombres;2;3;0;2;1;3;3;2;6;7;12;10;16;14;22;27;27;31;43;3
081;Mujeres;2;3;1;0;1;2;0;3;2;1;4;10;6;9;12;20;29;17;57;0
082;Hombres;0;0;0;0;0;1;0;0;0;3;1;2;1;3;6;7;7;6;32;1
082;Mujeres;0;3;0;0;1;2;0;1;1;1;0;2;2;2;6;3;5;6;23;0
083;Hombres;0;0;0;0;0;1;0;0;0;1;1;3;2;2;3;1;5;6;15;0
083;Mujeres;0;0;0;0;3;1;2;2;3;4;4;1;0;2;4;4;8;5;24;0
085;Hombres;0;1;0;1;0;1;0;0;0;0;1;2;3;2;2;8;6;4;14;0
085;Mujeres;0;0;0;0;0;0;0;0;0;2;4;3;3;1;3;0;2;2;10;0
086;Hombres;6;4;0;0;0;2;4;4;6;13;12;20;19;32;46;54;47;52;109;1
086;Mujeres;3;0;0;1;0;2;2;3;4;8;6;2;11;20;23;23;18;33;88;0
092;Hombres;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
092;Mujeres;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093;Hombres;174;16;2;4;4;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0
093;Mujeres;142;13;5;7;3;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0
094;Hombres;26;13;2;4;10;10;12;11;15;19;18;18;16;15;33;28;29;38;97;2
094;Mujeres;25;11;6;3;6;0;9;8;7;8;2;3;5;11;10;17;31;30;102;0
095;Hombres;9;16;14;24;113;150;145;130;100;89;101;67;68;67;63;42;37;19;23;1
095;Mujeres;4;18;12;13;13;14;22;14;13;17;8;8;10;8;8;10;8;8;19;0
095;Hombres;2;3;2;11;27;43;38;43;27;36;32;21;27;26;20;11;12;8;3;1
095;Mujeres;0;4;6;5;2;10;5;3;3;9;5;4;4;3;6;3;2;4;3;0
095;Hombres;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;1;2;4;5;2;3;4;2;4;3;6;3;8;1;3;0
095;Mujeres;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;5;0
095;Hombres;1;8;7;4;10;16;8;6;7;3;9;5;8;3;7;7;3;0;3;0
095;Mujeres;0;2;3;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;3;0;1;0;0;1;0;0;2;0;0;1;0;2;3;0;2;1;1;0
095;Mujeres;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
095;Hombres;0;0;0;2;0;5;7;2;1;2;1;2;1;2;1;0;0;0;0;0
095;Mujeres;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;0;1;1;0;1;0;0;2;2;1;1;1;1;0
095;Mujeres;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
095;Mujeres;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
095;Hombres;0;3;2;0;1;2;3;1;2;3;4;4;2;2;3;2;0;3;3;0
095;Mujeres;0;3;1;1;0;0;1;0;0;2;0;0;3;0;0;0;2;1;1;0
095;Hombres;0;0;0;1;9;11;16;8;13;8;8;8;6;2;6;5;1;3;2;0
095;Mujeres;0;0;0;1;5;0;2;2;0;0;1;0;0;1;1;2;1;0;0;0
095;Hombres;1;1;0;1;54;67;61;53;31;23;28;13;7;11;7;3;2;0;2;0
095;Mujeres;1;2;1;2;3;3;11;7;8;4;0;2;0;2;0;1;1;0;1;0
095;Hombres;2;1;2;4;10;3;8;11;14;11;14;10;13;14;8;10;8;2;5;0
095;Mujeres;1;4;0;1;2;0;2;0;0;1;1;1;2;2;0;3;1;1;8;0
095;Hombres;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
