Código;Sexo;Menores de 1;1;2;3;4;5 a 9;10 a 14;15 a 19;20 a 24;25 a 29;30 a 34;35 a 39;40 a 44;45 a 49;50 a 54;55 a 59;60 a 64;65 a 69;70 a 74;75 a 79;80 a 84;85 y más;No especificada
030;Hombres;0;0;0;0;0;0;0;0;0;2;2;6;2;6;10;18;14;30;28;29;16;16;0
030;Mujeres;0;0;0;0;0;0;0;1;0;0;4;1;2;8;12;13;14;19;22;17;27;31;0
031;Hombres;0;0;0;0;0;1;0;0;0;2;2;3;1;2;4;7;8;9;13;10;7;14;0
031;Mujeres;0;0;0;0;0;1;0;0;1;1;0;0;1;3;5;3;13;7;20;14;7;11;0
032;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;5;7;10;8;13;5;9;0
032;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;2;4;10;14;9;8;8;0
033;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;4;5;7;5;4;0
033;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0
034;Hombres;0;0;0;0;0;0;0;0;0;2;1;2;3;2;6;13;18;14;28;16;24;18;0
034;Mujeres;0;0;0;0;0;0;0;0;0;0;0;2;3;2;4;1;5;11;11;14;7;15;0
035;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;1;0;5;4;2;0
035;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;2;4;0
036;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;0
036;Mujeres;0;0;0;0;0;0;0;0;0;3;6;9;15;15;35;25;27;42;32;23;18;29;0
041;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;3;5;0
041;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;1;1;1;3;3;0
042;Hombres;1;0;0;0;0;3;0;0;0;0;1;0;0;3;3;2;4;3;5;4;1;1;0
042;Mujeres;0;0;0;0;0;1;0;0;0;0;0;3;2;1;4;5;4;5;6;4;2;1;0
043;Hombres;0;0;0;0;0;1;0;0;0;4;1;0;1;3;2;4;4;11;5;4;3;5;0
043;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;2;4;6;4;8;4;3;0
044;Hombres;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;5;8;2;10;2;3;0
044;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;2;11;2;3;1;0
045;Hombres;0;0;0;1;2;3;2;4;4;1;5;4;7;5;0;8;6;4;2;3;10;7;0
045;Mujeres;0;0;0;0;0;1;7;4;1;5;2;1;2;3;9;5;8;3;6;7;2;6;0
046;Hombres;0;0;1;0;3;1;2;5;5;5;4;10;7;13;12;18;40;33;51;41;33;36;0
046;Mujeres;0;0;0;1;0;2;1;5;2;3;6;5;15;9;14;25;26;27;27;30;25;49;0
047;Hombres;1;0;0;0;0;1;3;1;0;3;2;3;4;5;4;6;8;15;12;22;19;25;0
047;Mujeres;1;0;0;0;0;2;1;1;2;2;4;1;3;7;7;7;8;4;18;10;13;27;0
049;Hombres;1;1;0;0;0;0;0;1;4;0;0;1;0;2;3;4;2;4;4;6;5;12;0
049;Mujeres;2;1;0;0;0;0;0;0;3;2;1;2;1;1;1;5;1;3;4;2;7;5;0
050;Hombres;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;3;2;5;0
050;Mujeres;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2;2;0;1;3;2;0
052;Hombres;0;0;0;0;0;0;2;2;3;3;5;4;15;31;37;76;87;96;117;116;92;119;0
052;Mujeres;0;0;0;0;0;0;0;0;0;1;2;8;12;14;29;55;77;81;100;121;121;227;0
053;Hombres;5;5;4;0;0;1;1;1;0;1;1;0;0;2;0;0;0;2;2;5;5;13;0
053;Mujeres;11;6;7;1;0;0;0;2;0;0;0;0;1;1;1;0;2;0;2;5;2;10;0
054;Hombres;2;0;0;0;0;1;0;2;0;2;0;3;3;8;6;5;9;4;11;12;15;17;0
054;Mujeres;3;0;0;0;0;0;0;1;0;1;1;3;5;3;4;6;9;5;8;8;18;42;0
056;Hombres;0;0;0;0;0;0;0;0;1;1;0;0;1;1;5;2;3;2;2;1;2;1;1
056;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
057;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;5;8;5;10;27;0
057;Mujeres;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;1;2;2;3;7;11;46;0
059;Hombres;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0
059;Mujeres;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
060;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7;16;36;0
060;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;6;11;22;75;0
061;Hombres;5;2;2;3;4;10;3;12;10;6;7;7;4;7;9;14;15;9;29;20;24;35;1
061;Mujeres;1;4;1;1;0;7;4;7;4;7;1;2;7;6;3;10;9;7;15;13;18;37;0
065;Hombres;0;0;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;4;4;1;0;0
065;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;1;0;1;0
066;Hombres;0;0;0;0;0;0;0;0;0;0;2;6;7;11;22;23;33;47;55;70;63;144;0
066;Mujeres;0;0;0;0;0;0;0;0;0;1;0;2;5;10;6;9;15;25;28;53;64;219;0
067;Hombres;0;0;0;0;0;0;0;1;1;3;4;16;29;42;55;81;127;159;171;156;198;401;0
067;Mujeres;0;0;0;0;0;0;0;1;1;0;3;5;6;12;24;47;50;70;82;133;142;484;2
068;Hombres;0;0;0;0;1;0;2;1;7;5;6;7;23;27;33;46;50;54;72;97;93;271;0
068;Mujeres;0;0;0;0;0;2;3;1;4;4;4;5;8;11;7;15;28;40;42;69;92;290;1
069;Hombres;0;0;0;0;0;0;1;0;5;3;2;7;14;26;29;57;51;68;135;165;165;270;1
069;Mujeres;0;0;0;0;0;1;1;0;0;3;3;5;5;12;9;24;27;52;84;107;131;332;0
070;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;6;0
070;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0
071;Hombres;0;0;0;0;0;0;0;0;0;0;2;2;2;3;5;5;7;8;9;7;8;20;1
071;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;3;4;5;3;4;12;29;0
073;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
074;Hombres;28;11;1;2;1;2;1;0;2;4;2;2;3;7;7;8;13;21;21;25;25;90;0
074;Mujeres;17;4;3;0;1;1;1;1;1;1;2;1;2;5;8;12;10;11;13;19;28;69;0
075;Hombres;4;2;0;0;0;0;0;0;0;0;1;2;1;2;1;3;2;1;10;4;2;17;0
075;Mujeres;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;0;0;3;4;11;0
076;Hombres;1;3;0;1;0;0;0;0;0;0;1;0;0;4;3;2;9;11;22;33;40;106;0
076;Mujeres;2;0;1;0;0;1;0;1;2;1;1;0;0;2;3;2;6;11;17;24;34;107;0
077;Hombres;3;2;0;0;0;1;0;4;0;3;2;6;9;6;8;11;20;23;28;32;34;64;2
077;Mujeres;6;3;1;0;0;1;2;0;1;0;3;3;3;8;13;9;20;11;14;33;16;89;0
079;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;3;2;5;4;0
079;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;0;0;0;5;0
080;Hombres;0;0;0;0;0;0;0;1;0;1;1;4;11;10;21;26;37;26;22;18;12;15;0
080;Mujeres;0;0;0;0;0;0;0;0;0;0;5;2;4;4;7;24;25;14;30;24;21;17;0
081;Hombres;1;1;0;0;1;0;1;1;3;2;4;5;3;13;8;17;23;28;23;35;32;50;0
081;Mujeres;1;1;1;0;1;3;1;0;3;2;2;3;7;7;8;4;19;25;23;19;20;79;0
082;Hombres;3;1;0;0;0;1;0;2;0;0;1;1;4;2;0;3;2;4;8;14;10;22;0
082;Mujeres;0;0;0;0;0;0;0;0;0;2;2;3;0;3;4;3;5;6;3;13;6;52;0
083;Hombres;0;0;0;0;0;0;1;0;0;0;1;2;3;1;1;4;3;1;6;3;5;8;1
083;Mujeres;0;0;0;0;0;0;0;3;2;2;6;1;3;3;4;6;7;6;4;8;5;26;0
085;Hombres;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;1;0;0;3;0
085;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;1;1;2;5;0
086;Hombres;0;0;1;0;0;0;0;1;1;2;3;7;8;17;22;24;35;45;54;60;56;135;0
086;Mujeres;0;0;1;0;0;0;3;2;3;1;3;5;6;5;9;18;23;27;33;34;37;86;0
092;Hombres;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
092;Mujeres;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093;Hombres;163;8;4;2;3;4;6;5;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
093;Mujeres;92;12;6;2;2;3;2;3;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0
094;Hombres;31;6;4;0;1;2;5;6;10;16;23;21;24;23;20;27;29;29;32;48;57;151;1
094;Mujeres;23;4;5;1;1;2;5;2;3;6;6;6;8;10;16;10;14;20;22;28;35;149;1
095;Hombres;7;5;4;9;6;14;17;102;166;158;150;137;102;85;79;61;61;42;36;26;26;29;6
095;Mujeres;4;4;2;4;4;11;16;16;25;12;16;15;11;8;12;11;11;7;4;11;10;24;3
095;Hombres;1;0;1;1;1;3;2;7;31;32;25;29;18;15;13;19;21;11;7;3;2;1;1
095;Mujeres;1;0;0;0;0;0;1;4;5;4;6;4;4;3;5;2;3;1;0;0;1;0;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
095;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
095;Hombres;0;0;0;1;0;0;1;3;1;0;3;1;4;0;0;4;2;2;6;3;3;6;0
095;Mujeres;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;2;8;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;1;3;2;4;1;7;5;10;11;10;6;6;4;12;9;6;3;4;2;2;2;1;0
095;Mujeres;1;3;0;0;1;3;2;4;2;2;1;3;1;0;1;0;0;0;1;1;0;0;0
095;Hombres;2;0;0;1;0;2;1;0;0;1;0;0;0;2;0;1;0;0;2;0;2;0;0
095;Mujeres;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;0;1;1;0;3;2;5;3;1;2;1;0;0;0;1;0;0
095;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;2;0;1;0;0
095;Mujeres;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0
095;Hombres;1;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;1;0;0;0;0;0;1
095;Mujeres;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;1;1;2;0;1;2;2;2;1;5;4;1;7;4;4;5;3;9;6;13;0
095;Mujeres;0;0;1;0;2;4;1;1;0;1;1;0;3;0;1;1;2;1;1;5;2;11;0
095;Hombres;0;0;0;0;0;0;1;11;17;7;11;12;9;7;9;9;6;3;2;5;3;1;0
095;Mujeres;0;0;0;0;0;0;4;3;4;1;2;0;0;0;0;1;0;1;0;0;1;0;0
095;Hombres;1;1;0;0;1;0;3;43;84;81;78;65;43;30;15;4;6;4;2;0;1;0;1
095;Mujeres;0;1;0;0;1;0;2;1;8;2;4;5;3;3;3;4;2;1;0;0;0;0;1
095;Hombres;1;1;0;1;1;2;2;25;18;25;20;16;14;14;22;11;16;11;10;4;5;7;3
095;Mujeres;2;0;0;2;0;3;2;3;5;1;2;2;0;1;1;1;4;3;2;1;3;4;2
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
U00-U85;Hombres;4;0;1;1;0;0;0;2;12;22;30;52;83;107;155;175;200;225;245;272;240;363;2
U00-U85;Mujeres;1;0;0;0;0;0;0;3;2;6;15;21;45;37;76;114;137;146;184;207;165;280;1
U00-U85;Hombres;3;0;1;1;0;0;0;1;12;22;30;51;82;106;150;171;193;221;237;260;234;349;2
U00-U85;Mujeres;1;0;0;0;0;0;0;3;2;6;13;20;43;36;74;109;129;141;180;200;163;263;1
U00-U85;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;4;7;4;8;12;6;13;0
U00-U85;Mujeres;0;0;0;0;0;0;0;0;0;0;2;1;2;1;2;5;8;5;4;7;2;17;0
U00-U85;Hombres;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U00-U85;Hombres;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
