Código;Sexo;Menores de 1;1;2;3;4;5 a 9;10 a 14;15 a 19;20 a 24;25 a 29;30 a 34;35 a 39;40 a 44;45 a 49;50 a 54;55 a 59;60 a 64;65 a 69;70 a 74;75 a 79;80 a 84;85 y más;No especificada
036;Mujeres;0;0;0;0;0;0;0;0;0;2;4;9;15;16;29;40;25;33;30;24;15;29;0
041;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;1;4;3;3;2;0
041;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;1;3;2;5;0
042;Hombres;0;0;1;0;0;2;0;0;2;1;0;4;1;1;4;3;4;4;3;7;5;1;0
042;Mujeres;0;0;0;0;0;2;2;0;1;1;0;0;0;1;6;2;2;2;3;3;7;1;0
043;Hombres;0;0;0;0;0;1;1;0;0;0;2;2;3;3;6;5;5;3;9;7;5;1;0
043;Mujeres;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;2;3;5;4;6;5;3;0
044;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;3;3;5;4;4;3;0
044;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;3;3;4;4;6;2;0
045;Hombres;0;0;0;0;0;7;4;4;3;6;9;3;6;2;4;9;4;4;9;11;6;14;0
045;Mujeres;0;0;0;0;0;2;1;3;4;5;3;3;1;6;6;4;3;4;8;4;7;4;0
046;Hombres;0;0;1;0;0;2;3;1;1;10;7;6;6;15;17;23;33;41;53;39;32;24;1
046;Mujeres;0;1;0;2;0;0;2;2;1;1;4;4;10;15;11;25;17;23;25;25;23;42;0
047;Hombres;2;0;1;0;0;2;0;1;1;1;2;1;5;4;3;9;11;14;13;23;14;23;0
047;Mujeres;0;0;0;0;1;0;0;2;1;1;2;2;3;2;5;6;14;11;6;14;20;29;0
049;Hombres;1;1;1;1;0;1;1;1;2;2;0;0;2;4;1;3;3;4;7;1;8;14;0
049;Mujeres;0;0;0;0;0;0;0;1;0;0;2;1;1;1;1;4;1;5;5;5;5;6;1
050;Hombres;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;1;1;3;1;2;0;0
050;Mujeres;4;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;0;2;4;0;1;0;0
052;Hombres;0;0;0;0;0;0;0;2;0;3;9;3;18;20;52;72;84;118;149;130;110;134;1
052;Mujeres;0;0;0;0;0;0;0;1;2;1;5;8;11;14;36;53;88;101;96;125;143;230;1
053;Hombres;8;6;0;0;0;1;0;0;0;0;0;1;0;2;1;0;1;0;2;2;6;11;0
053;Mujeres;6;4;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;3;5;0
054;Hombres;2;0;0;0;0;1;2;1;2;1;1;1;3;4;4;8;6;7;10;8;16;25;0
054;Mujeres;0;0;0;0;0;1;0;0;0;0;0;1;5;2;4;7;9;9;5;11;10;27;0
056;Hombres;0;0;0;0;0;0;0;0;0;1;1;2;1;3;4;4;6;4;6;4;0;1;1
056;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
057;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;4;4;1;22;0
057;Mujeres;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;1;1;1;3;5;11;27;0
059;Hombres;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;0;3;0;1;1;0;0;0
059;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0
060;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;9;16;22;44;0
060;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;23;32;66;0
061;Hombres;3;3;3;0;1;2;2;6;16;4;9;11;7;11;12;18;16;21;15;32;30;32;2
061;Mujeres;3;1;0;2;1;4;4;7;1;6;7;1;6;9;4;11;12;8;10;15;19;34;1
065;Hombres;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;2;0;0;0;0
065;Mujeres;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;2;0;0;0;1;0
066;Hombres;0;0;0;0;0;0;0;0;1;1;5;6;8;21;30;37;45;46;67;110;103;176;2
066;Mujeres;0;0;0;0;0;0;0;2;0;0;3;3;4;4;8;17;21;31;34;60;79;210;0
067;Hombres;0;0;0;0;0;0;0;0;0;2;6;13;17;40;54;69;100;124;146;168;158;314;8
067;Mujeres;0;0;0;0;0;0;0;0;2;3;1;4;16;13;17;29;42;57;62;70;108;373;2
068;Hombres;0;2;0;0;0;1;1;5;3;6;16;7;21;25;30;33;56;63;78;94;130;246;3
068;Mujeres;0;1;2;1;1;1;1;2;2;2;7;9;9;10;14;28;28;36;52;69;95;324;0
069;Hombres;0;0;0;0;0;0;0;3;0;3;5;5;20;23;42;40;55;82;129;143;168;283;2
069;Mujeres;0;0;0;0;0;1;1;2;1;3;1;4;9;14;20;27;25;39;49;97;131;338;2
070;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;5;0;2;4;6;0
070;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;19;0
071;Hombres;0;0;0;0;0;0;0;2;3;0;1;1;2;5;3;5;8;3;8;4;13;18;0
071;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;3;4;9;2;21;0
073;Hombres;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
074;Hombres;13;3;1;0;0;3;5;0;1;3;1;1;3;3;6;12;13;11;14;19;25;55;0
074;Mujeres;11;10;1;0;1;0;0;2;2;3;2;1;2;2;3;2;8;8;6;15;21;58;2
075;Hombres;3;2;0;0;0;0;1;0;2;0;0;0;2;3;3;1;5;4;8;9;14;24;1
075;Mujeres;3;2;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;4;7;5;10;37;0
076;Hombres;2;0;1;1;0;0;0;2;2;2;0;1;3;0;3;9;11;13;22;39;39;96;0
076;Mujeres;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;8;3;14;18;17;26;98;0
077;Hombres;6;3;2;0;1;3;0;2;1;1;4;4;2;10;9;12;14;25;25;28;38;70;2
077;Mujeres;5;1;0;1;0;2;2;3;3;1;2;1;6;6;6;7;21;11;15;16;37;62;1
079;Hombres;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;4;1;3;1;0
079;Mujeres;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;2;2;3;0;3;0
080;Hombres;1;0;0;0;0;0;0;0;0;0;3;4;11;17;18;32;34;32;24;17;15;17;0
080;Mujeres;0;0;0;0;0;0;0;0;0;0;0;4;3;4;13;12;24;16;33;17;18;16;0
081;Hombres;3;0;2;1;0;2;0;3;0;2;1;4;5;9;11;18;11;19;26;30;34;55;0
081;Mujeres;2;1;0;1;0;2;1;1;2;1;6;5;10;2;3;17;6;15;23;23;13;60;1
082;Hombres;0;0;0;0;1;0;0;0;3;0;2;0;1;2;3;2;1;4;4;11;9;29;1
082;Mujeres;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;0;4;9;13;11;11;38;0
083;Hombres;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1;0;2;5;9;10;14;0
083;Mujeres;0;0;0;0;0;0;0;3;1;1;2;2;1;4;2;1;2;5;6;5;2;16;0
085;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;3;0
085;Mujeres;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;2;0;1;1;2;0;0
086;Hombres;1;0;0;1;0;0;0;2;3;2;3;9;10;28;19;29;30;41;52;55;68;142;1
086;Mujeres;0;0;0;0;1;0;0;4;1;9;6;8;3;3;11;16;22;24;25;30;39;88;1
092;Hombres;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
092;Mujeres;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093;Hombres;130;9;1;1;0;2;2;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0
093;Mujeres;111;7;3;0;0;1;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
094;Hombres;22;4;4;1;3;3;5;13;12;9;16;18;4;10;14;24;20;27;38;36;38;106;7
094;Mujeres;23;3;0;0;2;4;2;6;4;5;5;6;5;4;7;10;10;8;15;9;22;114;0
095;Hombres;2;8;4;5;2;18;25;93;146;121;141;110;81;69;57;46;48;35;21;35;17;27;6
095;Mujeres;3;2;8;1;2;15;11;12;16;16;12;9;13;6;11;6;10;8;8;6;4;26;0
095;Hombres;0;0;1;0;1;3;2;6;17;22;21;11;16;15;6;13;15;7;4;9;3;4;1
095;Mujeres;1;0;0;0;1;2;0;0;2;6;0;4;3;2;3;1;1;0;3;0;1;2;0
095;Hombres;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;2;3;2;4;1;1;5;3;7;1;1;1;3;3;0;1;0
095;Mujeres;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;2;0
095;Hombres;0;6;1;1;0;6;5;9;7;4;6;5;1;5;6;3;6;2;1;1;0;0;0
095;Mujeres;1;1;3;0;1;4;2;1;3;1;2;1;2;0;2;1;1;0;0;1;0;0;0
095;Hombres;0;0;1;0;0;2;0;0;1;0;0;1;1;1;1;2;0;1;1;1;1;0;0
095;Mujeres;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;1;1;2;1;2;3;2;2;0;1;0;1;1;0;0;0;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
095;Mujeres;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
095;Hombres;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;3;1;0;1;0;0;0
095;Mujeres;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
095;Hombres;0;0;0;2;0;2;1;4;4;1;2;4;2;2;1;1;4;2;1;2;2;0;1
095;Mujeres;0;0;1;0;0;4;2;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0
095;Hombres;0;0;0;0;0;0;0;8;6;9;9;5;5;4;9;6;3;6;2;2;2;6;0
095;Mujeres;0;0;0;0;0;0;4;1;1;1;1;0;0;0;0;0;2;0;1;0;0;0;0
095;Hombres;1;1;1;1;1;1;4;46;92;62;72;65;32;22;12;5;2;4;1;1;0;0;2
095;Mujeres;0;0;1;0;0;3;3;7;4;5;4;2;4;2;3;2;1;0;0;1;0;0;0
095;Hombres;0;1;0;1;0;4;10;15;14;17;28;15;16;14;15;14;14;10;7;14;9;16;2
095;Mujeres;0;1;2;1;0;2;0;1;4;3;3;1;2;1;3;1;4;7;3;2;1;22;0
U00-12;Hombres;4;2;0;0;0;2;4;7;16;22;32;71;76;125;207;242;297;367;404;379;343;419;2
U00-12;Mujeres;4;1;1;1;1;0;5;2;10;10;24;24;40;46;101;129;187;218;233;233;215;339;0
U00-12;Hombres;4;2;0;0;0;2;4;7;16;22;32;71;76;125;207;242;297;366;404;378;342;419;2
U00-12;Mujeres;3;1;1;1;1;0;5;2;10;10;24;24;39;46;101;128;187;217;233;232;215;337;0
U00-12;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
U00-12;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;2;0
U00-12;Mujeres;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
