Código;Sexo;Menores de 1;1;2;3;4;5 a 9;10 a 14;15 a 19;20 a 24;25 a 29;30 a 34;35 a 39;40 a 44;45 a 49;50 a 54;55 a 59;60 a 64;65 a 69;70 a 74;75 a 79;80 a 84;85 y más;No especificada
045;Hombres;0;0;1;0;1;1;2;5;4;2;4;4;4;10;4;9;6;6;6;12;8;10;0
045;Mujeres;1;0;4;0;0;2;2;2;5;1;4;1;1;6;5;8;6;3;5;5;6;7;0
046;Hombres;0;0;0;0;0;2;2;6;2;6;3;4;8;14;9;29;29;37;34;44;25;58;0
046;Mujeres;0;0;0;1;2;0;1;3;1;4;11;3;4;13;22;22;26;45;31;44;29;45;0
047;Hombres;1;0;0;0;0;1;0;2;1;0;3;2;6;1;4;6;9;10;14;20;9;12;0
047;Mujeres;1;0;0;0;0;0;2;0;2;0;0;5;4;6;4;11;8;9;12;15;15;20;0
049;Hombres;0;1;0;0;1;0;0;1;0;0;2;2;3;2;1;1;3;4;1;7;6;10;0
049;Mujeres;1;0;0;0;0;1;0;2;2;3;0;1;2;5;3;3;3;3;3;6;7;11;0
050;Hombres;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2;3;1;1;1;3;0
050;Mujeres;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;4;0
052;Hombres;0;0;0;0;0;0;0;0;0;1;6;4;10;21;46;51;80;94;127;92;83;102;0
052;Mujeres;0;0;0;0;0;0;0;0;1;0;0;4;9;12;26;45;52;91;89;106;95;179;0
053;Hombres;2;7;0;0;0;1;0;0;3;1;0;1;2;2;2;2;6;1;7;5;8;11;0
053;Mujeres;1;5;2;0;1;1;1;1;0;0;0;2;1;0;1;1;2;2;4;8;6;15;0
054;Hombres;1;1;0;0;0;0;0;1;2;1;3;4;3;7;2;11;14;9;16;14;22;41;0
054;Mujeres;1;1;1;0;0;2;1;3;2;0;2;1;3;6;4;10;6;10;7;10;21;51;0
056;Hombres;0;0;0;0;0;0;0;0;0;2;3;0;0;2;0;5;0;3;1;2;0;3;0
056;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
057;Hombres;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;4;10;16;0
057;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;5;5;6;35;0
059;Hombres;1;0;0;1;1;0;0;0;1;3;0;1;0;0;1;1;3;1;2;0;0;0;0
059;Mujeres;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;2;0;1;3;0;0;1;0
060;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;7;10;18;34;0
060;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;7;24;22;70;0
061;Hombres;4;0;1;1;0;7;6;8;5;3;4;2;8;13;15;15;13;18;26;28;33;33;0
061;Mujeres;1;4;1;2;1;6;2;9;7;6;6;4;5;9;5;9;13;10;15;16;24;49;0
063;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
065;Hombres;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;2;3;1;0;2;0
065;Mujeres;0;0;0;0;0;0;1;0;1;0;0;1;0;0;2;0;0;2;1;0;2;0;0
066;Hombres;0;0;0;0;0;0;0;1;1;0;2;2;5;10;16;24;37;44;60;62;84;134;0
066;Mujeres;0;0;0;0;0;0;0;1;0;1;1;1;2;10;7;7;23;19;36;51;53;230;0
067;Hombres;0;0;0;0;0;0;0;1;3;4;6;17;17;31;52;86;126;154;188;195;201;311;0
067;Mujeres;0;0;0;0;0;0;0;0;1;2;3;6;12;16;29;26;54;65;79;101;119;399;0
068;Hombres;2;1;0;0;0;0;0;4;11;2;14;14;22;31;33;55;74;83;111;140;129;363;1
068;Mujeres;1;0;0;0;0;0;1;3;5;0;2;14;17;15;13;22;25;46;67;95;94;426;0
069;Hombres;0;0;0;0;0;0;0;0;0;1;8;10;14;25;37;63;83;105;101;140;166;294;0
069;Mujeres;0;0;0;0;0;0;0;3;2;1;4;2;14;13;26;24;34;58;70;102;124;351;0
070;Hombres;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;3;0
070;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;4;0
071;Hombres;0;0;0;0;0;0;0;1;0;2;3;0;2;4;7;6;5;8;7;6;7;25;0
071;Mujeres;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;4;3;10;12;7;10;27;0
073;Hombres;11;6;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0
073;Mujeres;3;4;1;1;0;3;1;1;0;0;0;0;1;0;0;2;1;1;2;3;5;7;0
074;Hombres;22;6;5;2;1;0;2;5;3;2;1;7;4;11;14;14;18;30;33;34;50;119;0
074;Mujeres;9;10;1;0;1;2;0;2;2;1;1;2;5;2;13;9;14;15;16;29;37;106;0
075;Hombres;10;0;2;1;1;0;1;1;0;1;0;0;1;1;1;2;5;3;6;9;10;38;0
075;Mujeres;9;0;2;0;0;1;0;2;0;0;0;1;1;2;0;0;0;3;5;1;11;35;0
076;Hombres;0;1;1;1;1;0;0;0;0;1;1;0;1;2;4;6;10;19;29;45;47;128;0
076;Mujeres;2;3;0;0;0;1;0;0;1;1;1;1;2;3;1;3;6;13;18;27;47;157;0
077;Hombres;4;3;1;0;1;1;2;1;4;3;3;7;8;9;24;12;31;24;48;42;61;110;1
077;Mujeres;2;3;0;0;1;3;1;2;2;0;4;3;6;7;9;13;21;26;24;36;42;151;0
079;Hombres;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;3;1;4;4;2;0
079;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;1;2;1;3;0
080;Hombres;0;0;0;0;0;0;1;0;2;0;0;5;5;20;21;35;36;33;30;36;24;25;0
080;Mujeres;0;0;0;0;0;0;1;0;1;2;5;4;3;4;11;20;27;27;32;24;24;26;0
081;Hombres;2;1;1;1;0;1;2;3;2;2;4;4;6;14;12;15;17;27;43;40;31;73;0
081;Mujeres;2;3;1;0;0;0;3;2;3;1;2;4;2;7;13;15;7;13;28;34;41;87;0
082;Hombres;0;1;0;1;0;0;0;1;0;0;1;3;1;3;6;10;7;10;12;24;7;24;0
082;Mujeres;0;0;0;0;0;0;0;0;0;0;2;2;3;1;5;3;4;7;6;9;17;46;0
083;Hombres;0;0;0;0;0;0;2;0;0;1;0;0;0;2;0;2;3;3;5;4;9;16;0
083;Mujeres;0;0;0;0;0;2;0;1;2;1;1;5;3;5;6;4;2;6;9;9;10;31;0
085;Hombres;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;2;2;2;2;4;1;4;0
085;Mujeres;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;3;3;2;5;5;0
086;Hombres;0;0;0;0;0;0;1;0;1;4;1;9;10;13;29;29;49;49;72;77;79;151;0
086;Mujeres;0;0;0;0;0;0;1;1;3;3;1;4;6;6;9;37;20;32;45;43;48;111;0
092;Hombres;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
092;Mujeres;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093;Hombres;121;10;3;4;0;7;8;5;0;3;4;2;0;0;0;0;0;0;0;0;0;0;0
093;Mujeres;94;12;6;2;0;4;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
094;Hombres;27;10;5;3;2;2;3;7;12;13;14;21;17;24;25;21;37;35;42;59;67;159;4
094;Mujeres;21;7;6;3;2;6;2;6;7;10;6;10;10;10;24;17;14;25;24;38;46;177;0
095;Hombres;4;8;7;3;0;16;23;104;185;176;144;124;108;88;80;76;69;62;43;43;18;28;4
095;Mujeres;1;3;8;2;2;4;11;21;19;22;16;11;10;16;15;8;14;11;7;10;8;20;0
095;Hombres;1;2;1;0;0;5;3;10;36;39;30;30;20;24;24;24;25;28;12;8;4;5;0
095;Mujeres;0;1;0;1;0;1;1;4;7;7;6;4;4;5;5;3;4;5;6;5;3;0;0
095;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
095;Hombres;0;0;1;0;0;1;0;0;1;2;1;0;2;2;1;0;1;4;1;3;1;8;0
095;Mujeres;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0
095;Hombres;1;4;5;2;0;3;3;8;8;11;3;8;7;8;2;3;6;4;4;3;1;0;0
095;Mujeres;0;1;3;0;0;0;1;0;0;2;1;0;1;0;1;0;0;1;0;0;0;0;0
095;Hombres;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;2;3;2;0;1;0
095;Mujeres;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;0;2;0;3;2;2;1;2;1;2;1;0;0;0;1;0;0;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
095;Hombres;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;2;1;0;0;1;0;1;0
095;Mujeres;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0
095;Hombres;1;0;0;1;0;3;4;1;2;2;2;2;4;2;2;4;3;1;5;5;2;2;0
095;Mujeres;0;0;3;1;0;1;1;1;0;0;1;0;0;1;0;0;2;2;0;0;2;6;0
095;Hombres;0;0;0;0;0;0;2;12;18;13;17;11;10;10;9;13;7;7;3;5;3;1;1
095;Mujeres;0;0;0;0;0;0;2;3;2;1;1;0;1;2;3;1;3;0;0;0;0;0;0
095;Hombres;0;0;0;0;0;1;2;59;87;79;68;60;39;25;19;8;10;3;2;3;3;0;3
095;Mujeres;1;0;1;0;1;0;2;4;4;9;3;5;1;7;2;0;1;0;0;1;0;0;0
095;Hombres;0;2;0;0;0;3;7;13;28;28;19;11;24;15;19;20;15;12;13;12;4;9;0
095;Mujeres;0;0;1;0;1;0;4;9;4;2;3;2;3;1;4;2;3;1;1;4;3;7;0
095;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
U00-U85;Hombres;4;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;3;1;4;10;13;19;0
U00-U85;Mujeres;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3;1;3;2;5;3;31;0
U00-U85;Hombres;4;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;3;0;3;10;12;18;0
U00-U85;Mujeres;3;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3;1;3;2;5;3;30;0
U00-U85;Hombres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0
U00-U85;Mujeres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
