Region Code: CSA
"Region Name: Central and South America"
Country Code: GTM
"Country Name: Guatemala"
Export date: 6/11/2026 12:06:08 AM
Source location: "WHO Mortality Database portal"
Metadata information: 
"Guatemala, 2015: UN World Population Prospects, 2019 rev"
"Guatemala, 2016: UN World Population Prospects, 2019 rev"
"Guatemala, 2017: UN World Population Prospects, 2019 rev"
"Guatemala, 2018: UN World Population Prospects, 2019 rev"
"Guatemala, 2019: UN World Population Prospects, 2019 rev"
"Guatemala, 2020: UN World Population Prospects, 2019 rev"
"Guatemala, 2021: UN World Population Prospects, 2019 rev"
"Guatemala, 2022: UN World Population Prospects, 2019 rev"
Year,Age group code,Age group,Sex,Population
2021,Age10_14,[10-14],Female,942860.00000000,
2021,Age15_19,[15-19],Female,954490.00000000,
2021,Age20_24,[20-24],Female,903326.00000000,
2021,Age25_29,[25-29],Female,822611.00000000,
2021,Age30_34,[30-34],Female,706774.00000000,
2021,Age35_39,[35-39],Female,625157.00000000,
2021,Age40_44,[40-44],Female,528996.00000000,
2021,Age45_49,[45-49],Female,424854.00000000,
2021,Age50_54,[50-54],Female,336750.00000000,
2021,Age55_59,[55-59],Female,270749.00000000,
2021,Age60_64,[60-64],Female,223515.00000000,
2021,Age65_69,[65-69],Female,186765.00000000,
2021,Age70_74,[70-74],Female,130256.00000000,
2021,Age75_79,[75-79],Female,91301.00000000,
2021,Age80_84,[80-84],Female,61715.00000000,
2021,Age85_over,[85+],Female,52838.00000000,
2021,Age00_04,[0-4],Female,1015909.00000000,
2021,Age05_14,[5-14],Female,1919583.00000000,
2021,Age15_24,[15-24],Female,1857816.00000000,
2021,Age25_34,[25-34],Female,1529385.00000000,
2021,Age35_54,[35-54],Female,1915757.00000000,
2021,Age55_74,[55-74],Female,811285.00000000,
2021,Age75_over,[75+],Female,205854.00000000,
2021,Age_unknown,[Unknown],Female,0.00000000,
2022,Age_all,[All],All,18584039.00000000,
2022,Age00,[0],All,420711.00000000,
2022,Age01_04,[1-4],All,1666647.00000000,
2022,Age05_09,[5-9],All,2012090.00000000,
2022,Age10_14,[10-14],All,1934319.00000000,
2022,Age15_19,[15-19],All,1939272.00000000,
2022,Age20_24,[20-24],All,1862457.00000000,
2022,Age25_29,[25-29],All,1684662.00000000,
2022,Age30_34,[30-34],All,1442822.00000000,
2022,Age35_39,[35-39],All,1238543.00000000,
2022,Age40_44,[40-44],All,1040023.00000000,
2022,Age45_49,[45-49],All,817948.00000000,
2022,Age50_54,[50-54],All,635094.00000000,
2022,Age55_59,[55-59],All,502682.00000000,
2022,Age60_64,[60-64],All,411366.00000000,
2022,Age65_69,[65-69],All,346315.00000000,
2022,Age70_74,[70-74],All,250961.00000000,
2022,Age75_79,[75-79],All,168276.00000000,
2022,Age80_84,[80-84],All,113716.00000000,
2022,Age85_over,[85+],All,96135.00000000,
2022,Age00_04,[0-4],All,2087358.00000000,
2022,Age05_14,[5-14],All,3946409.00000000,
2022,Age15_24,[15-24],All,3801729.00000000,
2022,Age25_34,[25-34],All,3127484.00000000,
2022,Age35_54,[35-54],All,3731608.00000000,
2022,Age55_74,[55-74],All,1511324.00000000,
2022,Age75_over,[75+],All,378127.00000000,
2022,Age_unknown,[Unknown],All,0.00000000,
2022,Age_all,[All],Male,9161317.00000000,
2022,Age00,[0],Male,215043.00000000,
2022,Age01_04,[1-4],Male,851589.00000000,
2022,Age05_09,[5-9],Male,1027864.00000000,
2022,Age10_14,[10-14],Male,987923.00000000,
2022,Age15_19,[15-19],Male,988710.00000000,
2022,Age20_24,[20-24],Male,944863.00000000,
2022,Age25_29,[25-29],Male,846018.00000000,
2022,Age30_34,[30-34],Male,713785.00000000,
2022,Age35_39,[35-39],Male,600684.00000000,
2022,Age40_44,[40-44],Male,491102.00000000,
2022,Age45_49,[45-49],Male,374478.00000000,
2022,Age50_54,[50-54],Male,284169.00000000,
2022,Age55_59,[55-59],Male,222269.00000000,
2022,Age60_64,[60-64],Male,181658.00000000,
2022,Age65_69,[65-69],Male,154201.00000000,
2022,Age70_74,[70-74],Male,111517.00000000,
2022,Age75_79,[75-79],Male,74489.00000000,
2022,Age80_84,[80-84],Male,50392.00000000,
2022,Age85_over,[85+],Male,40563.00000000,
2022,Age00_04,[0-4],Male,1066632.00000000,
2022,Age05_14,[5-14],Male,2015787.00000000,
2022,Age15_24,[15-24],Male,1933573.00000000,
2022,Age25_34,[25-34],Male,1559803.00000000,
2022,Age35_54,[35-54],Male,1750433.00000000,
2022,Age55_74,[55-74],Male,669645.00000000,
2022,Age75_over,[75+],Male,165444.00000000,
2022,Age_unknown,[Unknown],Male,0.00000000,
2022,Age_all,[All],Female,9422726.00000000,
2022,Age00,[0],Female,205667.00000000,
2022,Age01_04,[1-4],Female,815059.00000000,
2022,Age05_09,[5-9],Female,984227.00000000,
2022,Age10_14,[10-14],Female,946395.00000000,
2022,Age15_19,[15-19],Female,950564.00000000,
2022,Age20_24,[20-24],Female,917592.00000000,
2022,Age25_29,[25-29],Female,838646.00000000,
2022,Age30_34,[30-34],Female,729038.00000000,
2022,Age35_39,[35-39],Female,637860.00000000,
2022,Age40_44,[40-44],Female,548921.00000000,
2022,Age45_49,[45-49],Female,443469.00000000,
2022,Age50_54,[50-54],Female,350924.00000000,
2022,Age55_59,[55-59],Female,280413.00000000,
2022,Age60_64,[60-64],Female,229707.00000000,
2022,Age65_69,[65-69],Female,192114.00000000,
2022,Age70_74,[70-74],Female,139443.00000000,
2022,Age75_79,[75-79],Female,93787.00000000,
2022,Age80_84,[80-84],Female,63326.00000000,
2022,Age85_over,[85+],Female,55574.00000000,
2022,Age00_04,[0-4],Female,1020726.00000000,
2022,Age05_14,[5-14],Female,1930622.00000000,
2022,Age15_24,[15-24],Female,1868156.00000000,
2022,Age25_34,[25-34],Female,1567684.00000000,
2022,Age35_54,[35-54],Female,1981174.00000000,
2022,Age55_74,[55-74],Female,841677.00000000,
2022,Age75_over,[75+],Female,212687.00000000,
2022,Age_unknown,[Unknown],Female,0.00000000,
